Country Name,Country Code,Indicator Name,2023
American Samoa,ASM,"Energy imports, net (% of energy use)",0.0
American Samoa,ASM,GDP growth (annual %),2.83350870346004
American Samoa,ASM,GDP per capita growth (annual %),1.9164564208221
American Samoa,ASM,"Inflation, GDP deflator (annual %)",4.75854916721366
American Samoa,ASM,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
American Samoa,ASM,Military expenditure (% of GDP),0.0
American Samoa,ASM,"Official exchange rate (LCU per US$, period average)",0.0
American Samoa,ASM,"Population, female (% of total population)",49.4928664618492
American Samoa,ASM,Real interest rate (%),0.0
American Samoa,ASM,Trade (% of GDP),58.5116196221062
American Samoa,ASM,"Unemployment, male (% of male labor force) (national estimate)",0.0
American Samoa,ASM,Urban population (% of total population),87.235
Andorra,AND,Age dependency ratio (% of working-age population),38.24846971924905
Andorra,AND,"Central government debt, total (% of GDP)",0.0
Andorra,AND,CPIA gender equality rating (1=low to 6=high),3.27702702702703
Andorra,AND,"Energy imports, net (% of energy use)",0.0
Andorra,AND,GDP growth (annual %),2.58355480961319
Andorra,AND,GDP per capita growth (annual %),1.1232590791063046
Andorra,AND,"Inflation, GDP deflator (annual %)",6.295600824018237
Andorra,AND,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Andorra,AND,Military expenditure (% of GDP),0.0
Andorra,AND,"Official exchange rate (LCU per US$, period average)",0.924709622987356
Andorra,AND,"Population, female (% of total population)",48.8547541308004
Andorra,AND,Real interest rate (%),0.0
Andorra,AND,Trade (% of GDP),58.5116196221062
Andorra,AND,"Unemployment, male (% of male labor force) (national estimate)",0.0
Andorra,AND,Urban population (% of total population),87.774
Angola,AGO,Age dependency ratio (% of working-age population),90.05522527522652
Angola,AGO,"Central government debt, total (% of GDP)",0.0
Angola,AGO,CPIA gender equality rating (1=low to 6=high),3.27702702702703
Angola,AGO,"Energy imports, net (% of energy use)",0.0
Angola,AGO,GDP growth (annual %),1.001289360282982
Angola,AGO,GDP per capita growth (annual %),-2.0627732927786298
Angola,AGO,"Inflation, GDP deflator (annual %)",17.61953772269416
Angola,AGO,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Angola,AGO,Military expenditure (% of GDP),0.0
Angola,AGO,"Official exchange rate (LCU per US$, period average)",685.020237761449
Angola,AGO,"Population, female (% of total population)",50.5258870594118
Angola,AGO,Real interest rate (%),-0.5940137273335399
Angola,AGO,Trade (% of GDP),67.04168860892894
Angola,AGO,"Unemployment, male (% of male labor force) (national estimate)",0.0
Angola,AGO,Urban population (% of total population),68.688
Antigua and Barbuda,ATG,Age dependency ratio (% of working-age population),41.75667259110726
Antigua and Barbuda,ATG,"Central government debt, total (% of GDP)",0.0
Antigua and Barbuda,ATG,CPIA gender equality rating (1=low to 6=high),3.27702702702703
Antigua and Barbuda,ATG,"Energy imports, net (% of energy use)",0.0
Antigua and Barbuda,ATG,GDP growth (annual %),3.8620121873038897
Antigua and Barbuda,ATG,GDP per capita growth (annual %),3.3322175347131378
Antigua and Barbuda,ATG,"Inflation, GDP deflator (annual %)",4.805475772746746
Antigua and Barbuda,ATG,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Antigua and Barbuda,ATG,Military expenditure (% of GDP),0.0
Antigua and Barbuda,ATG,"Official exchange rate (LCU per US$, period average)",2.7
Antigua and Barbuda,ATG,"Population, female (% of total population)",52.4106520923753
Antigua and Barbuda,ATG,Real interest rate (%),1.8066629756626
Antigua and Barbuda,ATG,Trade (% of GDP),58.5116196221062
Antigua and Barbuda,ATG,"Unemployment, male (% of male labor force) (national estimate)",0.0
Antigua and Barbuda,ATG,Urban population (% of total population),24.332
Argentina,ARG,Age dependency ratio (% of working-age population),52.42433668231252
Argentina,ARG,"Central government debt, total (% of GDP)",0.0
Argentina,ARG,CPIA gender equality rating (1=low to 6=high),3.27702702702703
Argentina,ARG,"Energy imports, net (% of energy use)",0.0
Argentina,ARG,GDP growth (annual %),-1.611001620901888
Argentina,ARG,GDP per capita growth (annual %),-1.892949797375579
Argentina,ARG,"Inflation, GDP deflator (annual %)",135.36887631059167
Argentina,ARG,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Argentina,ARG,Military expenditure (% of GDP),0.0
Argentina,ARG,"Official exchange rate (LCU per US$, period average)",296.258041666667
Argentina,ARG,"Population, female (% of total population)",50.3781775380778
Argentina,ARG,Real interest rate (%),-16.77142290972844
Argentina,ARG,Trade (% of GDP),26.640512133443742
Argentina,ARG,"Unemployment, male (% of male labor force) (national estimate)",5.628
Argentina,ARG,Urban population (% of total population),92.463
Armenia,ARM,Age dependency ratio (% of working-age population),48.71297525990844
Armenia,ARM,"Central government debt, total (% of GDP)",0.0
Armenia,ARM,CPIA gender equality rating (1=low to 6=high),3.27702702702703
Armenia,ARM,"Energy imports, net (% of energy use)",0.0
Armenia,ARM,GDP growth (annual %),8.299999999595386
Armenia,ARM,GDP per capita growth (annual %),7.514246547460161
Armenia,ARM,"Inflation, GDP deflator (annual %)",2.673003548892126
Armenia,ARM,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Armenia,ARM,Military expenditure (% of GDP),0.0
Armenia,ARM,"Official exchange rate (LCU per US$, period average)",392.476302158971
Armenia,ARM,"Population, female (% of total population)",53.6122767160213
Armenia,ARM,Real interest rate (%),9.459385801040268
Armenia,ARM,Trade (% of GDP),119.71464296387194
Armenia,ARM,"Unemployment, male (% of male labor force) (national estimate)",0.0
Armenia,ARM,Urban population (% of total population),63.739
Aruba,ABW,Age dependency ratio (% of working-age population),50.499754678629
Aruba,ABW,"Central government debt, total (% of GDP)",0.0
Aruba,ABW,CPIA gender equality rating (1=low to 6=high),3.27702702702703
Aruba,ABW,"Energy imports, net (% of energy use)",0.0
Aruba,ABW,GDP growth (annual %),4.263719414529476
Aruba,ABW,GDP per capita growth (annual %),4.216132139579898
Aruba,ABW,"Inflation, GDP deflator (annual %)",6.709461176760641
Aruba,ABW,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Aruba,ABW,Military expenditure (% of GDP),0.0
Aruba,ABW,"Official exchange rate (LCU per US$, period average)",1.79
Aruba,ABW,"Population, female (% of total population)",52.769619877894
Aruba,ABW,Real interest rate (%),-0.8522779205623972
Aruba,ABW,Trade (% of GDP),169.79828293434397
Aruba,ABW,"Unemployment, male (% of male labor force) (national estimate)",0.0
Aruba,ABW,Urban population (% of total population),44.254
Australia,AUS,Age dependency ratio (% of working-age population),54.83305538560934
Australia,AUS,"Central government debt, total (% of GDP)",0.0
Australia,AUS,CPIA gender equality rating (1=low to 6=high),3.27702702702703
Australia,AUS,"Energy imports, net (% of energy use)",0.0
Australia,AUS,GDP growth (annual %),3.4419922000902545
Australia,AUS,GDP per capita growth (annual %),0.9410145684681764
Australia,AUS,"Inflation, GDP deflator (annual %)",6.511998949504559
Australia,AUS,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Australia,AUS,Military expenditure (% of GDP),0.0
Australia,AUS,"Official exchange rate (LCU per US$, period average)",1.50519106560509
Australia,AUS,"Population, female (% of total population)",50.385263386718
Australia,AUS,Real interest rate (%),0.0
Australia,AUS,Trade (% of GDP),49.225184059438064
Australia,AUS,"Unemployment, male (% of male labor force) (national estimate)",3.755
Australia,AUS,Urban population (% of total population),86.617
Austria,AUT,Age dependency ratio (% of working-age population),52.59408376651893
Austria,AUT,"Central government debt, total (% of GDP)",0.0
Austria,AUT,CPIA gender equality rating (1=low to 6=high),3.27702702702703
Austria,AUT,"Energy imports, net (% of energy use)",0.0
Austria,AUT,GDP growth (annual %),-0.9549623668492586
Austria,AUT,GDP per capita growth (annual %),-1.930145503332653
Austria,AUT,"Inflation, GDP deflator (annual %)",6.6476534162868575
Austria,AUT,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Austria,AUT,Military expenditure (% of GDP),0.0
Austria,AUT,"Official exchange rate (LCU per US$, period average)",0.0
Austria,AUT,"Population, female (% of total population)",50.7795854937375
Austria,AUT,Real interest rate (%),0.0
Austria,AUT,Trade (% of GDP),116.813919411879
Austria,AUT,"Unemployment, male (% of male labor force) (national estimate)",5.476
Austria,AUT,Urban population (% of total population),59.53
Azerbaijan,AZE,Age dependency ratio (% of working-age population),43.58530627251484
Azerbaijan,AZE,"Central government debt, total (% of GDP)",0.0
Azerbaijan,AZE,CPIA gender equality rating (1=low to 6=high),3.27702702702703
Azerbaijan,AZE,"Energy imports, net (% of energy use)",0.0
Azerbaijan,AZE,GDP growth (annual %),1.1239743270964055
Azerbaijan,AZE,GDP per capita growth (annual %),1.0024537599698533
Azerbaijan,AZE,"Inflation, GDP deflator (annual %)",-9.206639449630416
Azerbaijan,AZE,"Literacy rate, adult total (% of people ages 15 and above)",100.0
Azerbaijan,AZE,Military expenditure (% of GDP),0.0
Azerbaijan,AZE,"Official exchange rate (LCU per US$, period average)",1.7
Azerbaijan,AZE,"Population, female (% of total population)",50.9994614374377
Azerbaijan,AZE,Real interest rate (%),25.521168228875293
Azerbaijan,AZE,Trade (% of GDP),83.61935035425245
Azerbaijan,AZE,"Unemployment, male (% of male labor force) (national estimate)",0.0
Azerbaijan,AZE,Urban population (% of total population),57.577
"Bahamas, The",BHS,Age dependency ratio (% of working-age population),42.50308595728893
"Bahamas, The",BHS,"Central government debt, total (% of GDP)",0.0
"Bahamas, The",BHS,CPIA gender equality rating (1=low to 6=high),3.27702702702703
"Bahamas, The",BHS,"Energy imports, net (% of energy use)",0.0
"Bahamas, The",BHS,GDP growth (annual %),2.6390559807510243
"Bahamas, The",BHS,GDP per capita growth (annual %),2.150323043450328
"Bahamas, The",BHS,"Inflation, GDP deflator (annual %)",6.344420144793418
"Bahamas, The",BHS,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
"Bahamas, The",BHS,Military expenditure (% of GDP),0.0
"Bahamas, The",BHS,"Official exchange rate (LCU per US$, period average)",1.0
"Bahamas, The",BHS,"Population, female (% of total population)",52.2059578260619
"Bahamas, The",BHS,Real interest rate (%),-1.969468771320353
"Bahamas, The",BHS,Trade (% of GDP),82.70488544826866
"Bahamas, The",BHS,"Unemployment, male (% of male labor force) (national estimate)",9.057
"Bahamas, The",BHS,Urban population (% of total population),83.625
Bahrain,BHR,Age dependency ratio (% of working-age population),29.248827214523853
Bahrain,BHR,"Central government debt, total (% of GDP)",0.0
Bahrain,BHR,CPIA gender equality rating (1=low to 6=high),3.27702702702703
Bahrain,BHR,"Energy imports, net (% of energy use)",0.0
Bahrain,BHR,GDP growth (annual %),2.980792766585097
Bahrain,BHR,GDP per capita growth (annual %),-0.438668518005386
Bahrain,BHR,"Inflation, GDP deflator (annual %)",-4.143751658189387
Bahrain,BHR,"Literacy rate, adult total (% of people ages 15 and above)",98.0
Bahrain,BHR,Military expenditure (% of GDP),0.0
Bahrain,BHR,"Official exchange rate (LCU per US$, period average)",0.376
Bahrain,BHR,"Population, female (% of total population)",37.9233148474356
Bahrain,BHR,Real interest rate (%),0.0
Bahrain,BHR,Trade (% of GDP),157.83188647370457
Bahrain,BHR,"Unemployment, male (% of male labor force) (national estimate)",0.0
Bahrain,BHR,Urban population (% of total population),89.869
Bangladesh,BGD,Age dependency ratio (% of working-age population),53.09581930808333
Bangladesh,BGD,"Central government debt, total (% of GDP)",0.0
Bangladesh,BGD,CPIA gender equality rating (1=low to 6=high),3.5
Bangladesh,BGD,"Energy imports, net (% of energy use)",0.0
Bangladesh,BGD,GDP growth (annual %),5.775112370078887
Bangladesh,BGD,GDP per capita growth (annual %),4.490704093943904
Bangladesh,BGD,"Inflation, GDP deflator (annual %)",6.897124040034413
Bangladesh,BGD,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Bangladesh,BGD,Military expenditure (% of GDP),0.0
Bangladesh,BGD,"Official exchange rate (LCU per US$, period average)",106.309484297483
Bangladesh,BGD,"Population, female (% of total population)",50.8023608509136
Bangladesh,BGD,Real interest rate (%),0.6294612376228008
Bangladesh,BGD,Trade (% of GDP),30.982971410459648
Bangladesh,BGD,"Unemployment, male (% of male labor force) (national estimate)",0.0
Bangladesh,BGD,Urban population (% of total population),40.473
Barbados,BRB,Age dependency ratio (% of working-age population),50.55805297370512
Barbados,BRB,"Central government debt, total (% of GDP)",0.0
Barbados,BRB,CPIA gender equality rating (1=low to 6=high),3.27702702702703
Barbados,BRB,"Energy imports, net (% of energy use)",0.0
Barbados,BRB,GDP growth (annual %),4.093820109705717
Barbados,BRB,GDP per capita growth (annual %),4.0871837304909775
Barbados,BRB,"Inflation, GDP deflator (annual %)",3.1821298072011643
Barbados,BRB,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Barbados,BRB,Military expenditure (% of GDP),0.0
Barbados,BRB,"Official exchange rate (LCU per US$, period average)",2.0
Barbados,BRB,"Population, female (% of total population)",52.0555368622381
Barbados,BRB,Real interest rate (%),0.0
Barbados,BRB,Trade (% of GDP),58.5116196221062
Barbados,BRB,"Unemployment, male (% of male labor force) (national estimate)",0.0
Barbados,BRB,Urban population (% of total population),31.425
Belarus,BLR,Age dependency ratio (% of working-age population),50.91436865976344
Belarus,BLR,"Central government debt, total (% of GDP)",0.0
Belarus,BLR,CPIA gender equality rating (1=low to 6=high),3.27702702702703
Belarus,BLR,"Energy imports, net (% of energy use)",0.0
Belarus,BLR,GDP growth (annual %),3.8862421445690094
Belarus,BLR,GDP per capita growth (annual %),4.449606935106615
Belarus,BLR,"Inflation, GDP deflator (annual %)",7.368230535712271
Belarus,BLR,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Belarus,BLR,Military expenditure (% of GDP),0.0
Belarus,BLR,"Official exchange rate (LCU per US$, period average)",3.00735
Belarus,BLR,"Population, female (% of total population)",53.396257876538
Belarus,BLR,Real interest rate (%),2.4160561961382974
Belarus,BLR,Trade (% of GDP),132.998797317727
Belarus,BLR,"Unemployment, male (% of male labor force) (national estimate)",4.137
Belarus,BLR,Urban population (% of total population),80.731
Belgium,BEL,Age dependency ratio (% of working-age population),57.321808114855344
Belgium,BEL,"Central government debt, total (% of GDP)",0.0
Belgium,BEL,CPIA gender equality rating (1=low to 6=high),3.27702702702703
Belgium,BEL,"Energy imports, net (% of energy use)",0.0
Belgium,BEL,GDP growth (annual %),1.2517006320359485
Belgium,BEL,GDP per capita growth (annual %),0.3307615446830283
Belgium,BEL,"Inflation, GDP deflator (annual %)",4.508102848782997
Belgium,BEL,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Belgium,BEL,Military expenditure (% of GDP),0.0
Belgium,BEL,"Official exchange rate (LCU per US$, period average)",0.0
Belgium,BEL,"Population, female (% of total population)",50.7076432782234
Belgium,BEL,Real interest rate (%),0.0
Belgium,BEL,Trade (% of GDP),168.92760370847492
Belgium,BEL,"Unemployment, male (% of male labor force) (national estimate)",5.95
Belgium,BEL,Urban population (% of total population),98.189
Belize,BLZ,Age dependency ratio (% of working-age population),46.700447838421326
Belize,BLZ,"Central government debt, total (% of GDP)",0.0
Belize,BLZ,CPIA gender equality rating (1=low to 6=high),3.27702702702703
Belize,BLZ,"Energy imports, net (% of energy use)",0.0
Belize,BLZ,GDP growth (annual %),1.1490168206586162
Belize,BLZ,GDP per capita growth (annual %),-0.9110862132046122
Belize,BLZ,"Inflation, GDP deflator (annual %)",6.509701613807636
Belize,BLZ,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Belize,BLZ,Military expenditure (% of GDP),0.0
Belize,BLZ,"Official exchange rate (LCU per US$, period average)",2.0
Belize,BLZ,"Population, female (% of total population)",49.5295617188754
Belize,BLZ,Real interest rate (%),1.8099744501982964
Belize,BLZ,Trade (% of GDP),106.53175571025646
Belize,BLZ,"Unemployment, male (% of male labor force) (national estimate)",0.0
Belize,BLZ,Urban population (% of total population),46.608
Benin,BEN,Age dependency ratio (% of working-age population),81.56778145318725
Benin,BEN,"Central government debt, total (% of GDP)",0.0
Benin,BEN,CPIA gender equality rating (1=low to 6=high),4.0
Benin,BEN,"Energy imports, net (% of energy use)",0.0
Benin,BEN,GDP growth (annual %),6.352821609142879
Benin,BEN,GDP per capita growth (annual %),3.7033682495430753
Benin,BEN,"Inflation, GDP deflator (annual %)",3.385464351956685
Benin,BEN,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Benin,BEN,Military expenditure (% of GDP),0.0
Benin,BEN,"Official exchange rate (LCU per US$, period average)",606.654982255763
Benin,BEN,"Population, female (% of total population)",49.8647299694693
Benin,BEN,Real interest rate (%),0.0
Benin,BEN,Trade (% of GDP),51.35046501139055
Benin,BEN,"Unemployment, male (% of male labor force) (national estimate)",0.0
Benin,BEN,Urban population (% of total population),50.1
Bermuda,BMU,Age dependency ratio (% of working-age population),53.35150509599431
Bermuda,BMU,"Central government debt, total (% of GDP)",0.0
Bermuda,BMU,CPIA gender equality rating (1=low to 6=high),3.27702702702703
Bermuda,BMU,"Energy imports, net (% of energy use)",0.0
Bermuda,BMU,GDP growth (annual %),-0.0948235929642749
Bermuda,BMU,GDP per capita growth (annual %),-0.0160705558262037
Bermuda,BMU,"Inflation, GDP deflator (annual %)",4.106392454214429
Bermuda,BMU,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Bermuda,BMU,Military expenditure (% of GDP),0.0
Bermuda,BMU,"Official exchange rate (LCU per US$, period average)",1.0
Bermuda,BMU,"Population, female (% of total population)",51.0347918824093
Bermuda,BMU,Real interest rate (%),0.0
Bermuda,BMU,Trade (% of GDP),77.54400186693196
Bermuda,BMU,"Unemployment, male (% of male labor force) (national estimate)",0.0
Bermuda,BMU,Urban population (% of total population),100.0
Bhutan,BTN,Age dependency ratio (% of working-age population),38.56216290506456
Bhutan,BTN,"Central government debt, total (% of GDP)",0.0
Bhutan,BTN,CPIA gender equality rating (1=low to 6=high),4.0
Bhutan,BTN,"Energy imports, net (% of energy use)",0.0
Bhutan,BTN,GDP growth (annual %),2.83350870346004
Bhutan,BTN,GDP per capita growth (annual %),1.9164564208221
Bhutan,BTN,"Inflation, GDP deflator (annual %)",4.75854916721366
Bhutan,BTN,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Bhutan,BTN,Military expenditure (% of GDP),0.0
Bhutan,BTN,"Official exchange rate (LCU per US$, period average)",82.5992764460784
Bhutan,BTN,"Population, female (% of total population)",46.5041932386808
Bhutan,BTN,Real interest rate (%),7.565038508384861
Bhutan,BTN,Trade (% of GDP),58.5116196221062
Bhutan,BTN,"Unemployment, male (% of male labor force) (national estimate)",2.356
Bhutan,BTN,Urban population (% of total population),44.35
Bolivia,BOL,Age dependency ratio (% of working-age population),55.5037371721243
Bolivia,BOL,"Central government debt, total (% of GDP)",0.0
Bolivia,BOL,CPIA gender equality rating (1=low to 6=high),3.27702702702703
Bolivia,BOL,"Energy imports, net (% of energy use)",0.0
Bolivia,BOL,GDP growth (annual %),3.0819652408703604
Bolivia,BOL,GDP per capita growth (annual %),1.675972097114922
Bolivia,BOL,"Inflation, GDP deflator (annual %)",-0.5052504289681963
Bolivia,BOL,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Bolivia,BOL,Military expenditure (% of GDP),0.0
Bolivia,BOL,"Official exchange rate (LCU per US$, period average)",6.91
Bolivia,BOL,"Population, female (% of total population)",49.8885060215242
Bolivia,BOL,Real interest rate (%),9.19561261731636
Bolivia,BOL,Trade (% of GDP),56.45823896322694
Bolivia,BOL,"Unemployment, male (% of male labor force) (national estimate)",2.663
Bolivia,BOL,Urban population (% of total population),71.186
Bosnia and Herzegovina,BIH,Age dependency ratio (% of working-age population),53.52102153486656
Bosnia and Herzegovina,BIH,"Central government debt, total (% of GDP)",40.42377461251282
Bosnia and Herzegovina,BIH,CPIA gender equality rating (1=low to 6=high),3.27702702702703
Bosnia and Herzegovina,BIH,"Energy imports, net (% of energy use)",0.0
Bosnia and Herzegovina,BIH,GDP growth (annual %),2.211124472112047
Bosnia and Herzegovina,BIH,GDP per capita growth (annual %),2.8442412875540555
Bosnia and Herzegovina,BIH,"Inflation, GDP deflator (annual %)",6.762704356293952
Bosnia and Herzegovina,BIH,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Bosnia and Herzegovina,BIH,Military expenditure (% of GDP),0.0
Bosnia and Herzegovina,BIH,"Official exchange rate (LCU per US$, period average)",1.80920280030082
Bosnia and Herzegovina,BIH,"Population, female (% of total population)",52.444826225333
Bosnia and Herzegovina,BIH,Real interest rate (%),-2.483238709760581
Bosnia and Herzegovina,BIH,Trade (% of GDP),99.89836846962125
Bosnia and Herzegovina,BIH,"Unemployment, male (% of male labor force) (national estimate)",9.13
Bosnia and Herzegovina,BIH,Urban population (% of total population),50.269
Botswana,BWA,Age dependency ratio (% of working-age population),56.8649822627192
Botswana,BWA,"Central government debt, total (% of GDP)",0.0
Botswana,BWA,CPIA gender equality rating (1=low to 6=high),3.27702702702703
Botswana,BWA,"Energy imports, net (% of energy use)",0.0
Botswana,BWA,GDP growth (annual %),2.7337981703275744
Botswana,BWA,GDP per capita growth (annual %),1.0623842998498816
Botswana,BWA,"Inflation, GDP deflator (annual %)",2.1246797196161253
Botswana,BWA,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Botswana,BWA,Military expenditure (% of GDP),0.0
Botswana,BWA,"Official exchange rate (LCU per US$, period average)",13.5963833333333
Botswana,BWA,"Population, female (% of total population)",50.1271245893549
Botswana,BWA,Real interest rate (%),4.517928310853424
Botswana,BWA,Trade (% of GDP),68.85721262901161
Botswana,BWA,"Unemployment, male (% of male labor force) (national estimate)",20.009
Botswana,BWA,Urban population (% of total population),72.867
Brazil,BRA,Age dependency ratio (% of working-age population),44.02909475898188
Brazil,BRA,"Central government debt, total (% of GDP)",83.69893693862419
Brazil,BRA,CPIA gender equality rating (1=low to 6=high),3.27702702702703
Brazil,BRA,"Energy imports, net (% of energy use)",0.0
Brazil,BRA,GDP growth (annual %),2.9084804866777745
Brazil,BRA,GDP per capita growth (annual %),2.501841813052863
Brazil,BRA,"Inflation, GDP deflator (annual %)",4.6589947587038125
Brazil,BRA,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Brazil,BRA,Military expenditure (% of GDP),0.0
Brazil,BRA,"Official exchange rate (LCU per US$, period average)",4.99437976287199
Brazil,BRA,"Population, female (% of total population)",50.7849283782666
Brazil,BRA,Real interest rate (%),37.20750933168858
Brazil,BRA,Trade (% of GDP),33.853946593854694
Brazil,BRA,"Unemployment, male (% of male labor force) (national estimate)",6.597
Brazil,BRA,Urban population (% of total population),87.788
British Virgin Islands,VGB,Age dependency ratio (% of working-age population),32.17385408190941
British Virgin Islands,VGB,"Central government debt, total (% of GDP)",0.0
British Virgin Islands,VGB,CPIA gender equality rating (1=low to 6=high),3.27702702702703
British Virgin Islands,VGB,"Energy imports, net (% of energy use)",0.0
British Virgin Islands,VGB,GDP growth (annual %),2.83350870346004
British Virgin Islands,VGB,GDP per capita growth (annual %),1.9164564208221
British Virgin Islands,VGB,"Inflation, GDP deflator (annual %)",4.75854916721366
British Virgin Islands,VGB,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
British Virgin Islands,VGB,Military expenditure (% of GDP),0.0
British Virgin Islands,VGB,"Official exchange rate (LCU per US$, period average)",0.0
British Virgin Islands,VGB,"Population, female (% of total population)",52.7690137232269
British Virgin Islands,VGB,Real interest rate (%),0.0
British Virgin Islands,VGB,Trade (% of GDP),58.5116196221062
British Virgin Islands,VGB,"Unemployment, male (% of male labor force) (national estimate)",0.0
British Virgin Islands,VGB,Urban population (% of total population),49.748
Brunei Darussalam,BRN,Age dependency ratio (% of working-age population),37.998646921746975
Brunei Darussalam,BRN,"Central government debt, total (% of GDP)",0.0
Brunei Darussalam,BRN,CPIA gender equality rating (1=low to 6=high),3.27702702702703
Brunei Darussalam,BRN,"Energy imports, net (% of energy use)",0.0
Brunei Darussalam,BRN,GDP growth (annual %),1.4070683232793757
Brunei Darussalam,BRN,GDP per capita growth (annual %),0.6162704404448505
Brunei Darussalam,BRN,"Inflation, GDP deflator (annual %)",-12.896195628732444
Brunei Darussalam,BRN,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Brunei Darussalam,BRN,Military expenditure (% of GDP),0.0
Brunei Darussalam,BRN,"Official exchange rate (LCU per US$, period average)",1.34307960114934
Brunei Darussalam,BRN,"Population, female (% of total population)",46.8593391843956
Brunei Darussalam,BRN,Real interest rate (%),21.119853215964344
Brunei Darussalam,BRN,Trade (% of GDP),136.56300375881966
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (national estimate)",5.281
Brunei Darussalam,BRN,Urban population (% of total population),79.149
Bulgaria,BGR,Age dependency ratio (% of working-age population),57.16014518051024
Bulgaria,BGR,"Central government debt, total (% of GDP)",0.0
Bulgaria,BGR,CPIA gender equality rating (1=low to 6=high),3.27702702702703
Bulgaria,BGR,"Energy imports, net (% of energy use)",0.0
Bulgaria,BGR,GDP growth (annual %),1.886814839071775
Bulgaria,BGR,GDP per capita growth (annual %),4.996050986282015
Bulgaria,BGR,"Inflation, GDP deflator (annual %)",7.984199243366817
Bulgaria,BGR,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Bulgaria,BGR,Military expenditure (% of GDP),0.0
Bulgaria,BGR,"Official exchange rate (LCU per US$, period average)",1.80896666666667
Bulgaria,BGR,"Population, female (% of total population)",51.602010829331
Bulgaria,BGR,Real interest rate (%),-3.283944257475538
Bulgaria,BGR,Trade (% of GDP),119.6681203442128
Bulgaria,BGR,"Unemployment, male (% of male labor force) (national estimate)",4.41
Bulgaria,BGR,Urban population (% of total population),76.701
Burkina Faso,BFA,Age dependency ratio (% of working-age population),81.8908186351026
Burkina Faso,BFA,"Central government debt, total (% of GDP)",0.0
Burkina Faso,BFA,CPIA gender equality rating (1=low to 6=high),3.5
Burkina Faso,BFA,"Energy imports, net (% of energy use)",0.0
Burkina Faso,BFA,GDP growth (annual %),2.960181473849289
Burkina Faso,BFA,GDP per capita growth (annual %),0.6495779895439426
Burkina Faso,BFA,"Inflation, GDP deflator (annual %)",1.998047524076881
Burkina Faso,BFA,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Burkina Faso,BFA,Military expenditure (% of GDP),0.0
Burkina Faso,BFA,"Official exchange rate (LCU per US$, period average)",606.569750165917
Burkina Faso,BFA,"Population, female (% of total population)",50.1916330637456
Burkina Faso,BFA,Real interest rate (%),0.0
Burkina Faso,BFA,Trade (% of GDP),64.82232111543841
Burkina Faso,BFA,"Unemployment, male (% of male labor force) (national estimate)",4.981
Burkina Faso,BFA,Urban population (% of total population),32.52
Burundi,BDI,Age dependency ratio (% of working-age population),91.846666183644
Burundi,BDI,"Central government debt, total (% of GDP)",0.0
Burundi,BDI,CPIA gender equality rating (1=low to 6=high),4.0
Burundi,BDI,"Energy imports, net (% of energy use)",0.0
Burundi,BDI,GDP growth (annual %),2.700000597051329
Burundi,BDI,GDP per capita growth (annual %),-0.0634306087257812
Burundi,BDI,"Inflation, GDP deflator (annual %)",11.376031489961337
Burundi,BDI,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Burundi,BDI,Military expenditure (% of GDP),0.0
Burundi,BDI,"Official exchange rate (LCU per US$, period average)",2574.05174879329
Burundi,BDI,"Population, female (% of total population)",50.3268940680597
Burundi,BDI,Real interest rate (%),-0.1311157239199142
Burundi,BDI,Trade (% of GDP),29.593247869507085
Burundi,BDI,"Unemployment, male (% of male labor force) (national estimate)",0.0
Burundi,BDI,Urban population (% of total population),14.784
Cabo Verde,CPV,Age dependency ratio (% of working-age population),49.143255258822286
Cabo Verde,CPV,"Central government debt, total (% of GDP)",0.0
Cabo Verde,CPV,CPIA gender equality rating (1=low to 6=high),4.0
